MANHATTAN,885 2ND AVENUE,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,CHARLES COPELAND,0,0
MANHATTAN,885 2ND AVENUE,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,CHARLES COPELAND,0,0
MANHATTAN,42 TRINITY PLACE,R0,STEVEN KAHN,NB,TPHGREENWICH OWNER,LLC,GILBANE BUILDING COMPANY,STEPHEN DESIMONE,0,0
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
STATEN ISLAND,155 RICHMOND TERRACE,M1-1,G1,SETH MYERS,A1,NYC EDC,GILBANE BUILDING COMPANY,SITAL PATEL,0,6,S-2
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,DOUGLAS MASS,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,DOUGLAS MASS,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,DOUGLAS MASS,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,ALAN POEPPEL,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,ALAN POEPPEL,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,ALAN POEPPEL,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,STEPHEN DESIMONE,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,STEPHEN DESIMONE,0,0
BROOKLYN,424 ALBEE SQUARE,O4,MORRIS JEROME,NB,JEMB ALBEE SQUARE, LLC,GILBANE BUILDING COMPANY,STEPHEN DESIMONE,0,0
MANHATTAN,1271 AVENUE OF THE AMERICAS,C6-6.5,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,ROBERT FINGER,0,574,COM
MANHATTAN,1271 AVENUE OF THE AMERICAS,C6-6.5,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,ROBERT FINGER,0,574,COM
MANHATTAN,1271 AVENUE OF THE AMERICAS,C6-6.5,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,ROBERT FINGER,0,574,COM
MANHATTAN,1271 AVENUE OF THE AMERICAS,C6-6.5,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,ROBERT FINGER,0,574,COM
MANHATTAN,1271 AVENUE OF THE AMERICAS,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,JOSEPH RUBINO,0,0
MANHATTAN,1271 AVENUE OF THE AMERICAS,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,JOSEPH RUBINO,0,0
MANHATTAN,1271 AVENUE OF THE AMERICAS,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,JOSEPH RUBINO,0,0
MANHATTAN,1271 AVENUE OF THE AMERICAS,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,JOSEPH RUBINO,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,ROBERT IOANNA,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,47 WEST 66TH STREET,J6,JONATHAN HEADLEY,A2,AMERICAN BROADCASTING COMPANIES,,GILBANE BUILDING COMPANY,JOHN GERING,0,0
MANHATTAN,3975 BROADWAY,I1,CHRISTOPHER BRENNAN,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3975 BROADWAY,I1,CHRISTOPHER BRENNAN,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3975 BROADWAY,I1,CHRISTOPHER BRENNAN,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,3975 BROADWAY,I1,CHRISTOPHER BRENNAN,A2,NEW YORK PRESBYTERIAN HOSPITAL,GILBANE BUILDING COMPANY,DINO DEFEO,0,0
MANHATTAN,1010 PARK AVENUE,R0,DAVID ROTHSTEIN,A1,PA ACQUISITIONS NY LLC,GILBANE BUILDING COMPANY,GHANSHYAM PATEL,0,0
MANHATTAN,1010 PARK AVENUE,R0,DAVID ROTHSTEIN,A1,PA ACQUISITIONS NY LLC,GILBANE BUILDING COMPANY,GHANSHYAM PATEL,0,0
MANHATTAN,55 EAST 52ND STREET,C5-2.5,O4,JOHN WHALEN III,A2,PARK AVENUE PLAZA OWNER LLC.,GILBANE BUILDING COMPANY,TED MOUDIS,0,572,B
MANHATTAN,280 PARK AVENUE,O4,CHARLES MARR,A2,BROADWAY 280 PARK FEE, LLC,GILBANE BUILDING COMPANY,CHRISTOPHER MCHUGH,0,0
MANHATTAN,280 PARK AVENUE,O4,CHARLES MARR,A2,BROADWAY 280 PARK FEE, LLC,GILBANE BUILDING COMPANY,CHRISTOPHER MCHUGH,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,412 EAST 90TH STREET,W8,ELYSE WATERHOUSE,NB,THE SPENCE SCHOOL FOR GIRLS,GILBANE BUILDING COMPANY,CHRISTOPHER VITOLANO,0,0
MANHATTAN,115 5TH AVENUE,M1-5M,O6,BENJAMIN WINTER,A2,BJW REALTY LLC.,GILBANE BUILDING COMPANY,WILLIAM PAXSON,0,70,COM
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,PERICLES STIVAROS,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,PERICLES STIVAROS,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,PERICLES STIVAROS,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,PERICLES STIVAROS,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,PERICLES STIVAROS,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,PERICLES STIVAROS,0,0
MANHATTAN,1881 BROADWAY,C4-7,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,TOMASZ RYBAK,0,54,COM
MANHATTAN,1881 BROADWAY,C4-7,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,TOMASZ RYBAK,0,54,COM
MANHATTAN,1881 BROADWAY,C4-7,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,TOMASZ RYBAK,0,54,COM
MANHATTAN,1881 BROADWAY,C4-7,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,TOMASZ RYBAK,0,54,COM
MANHATTAN,1881 BROADWAY,C4-7,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,TOMASZ RYBAK,0,54,COM
MANHATTAN,1881 BROADWAY,C4-7,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,TOMASZ RYBAK,0,54,COM
MANHATTAN,1271 AVENUE OF THE AMERICAS,C6-6.5,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,JOSEPH LIEBER,0,574,COM
MANHATTAN,1271 AVENUE OF THE AMERICAS,C6-6.5,O4,BRIAN SULLIVAN,A2,ROCKEFELLER GROUP,GILBANE BUILDING COMPANY,JOSEPH LIEBER,0,574,COM
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,RANDALL COLLINS,0,641,E
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,RANDALL COLLINS,0,641,E
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,RANDALL COLLINS,0,641,E
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,RANDALL COLLINS,0,641,E
QUEENS,108-11 QUEENS BOULEVARD,R7-1,R0,PETER GALLETA,A2,CORD MEYER DEVELOPMENT CORP.,GILBANE BUILDING COMPANY,WALTER PAPP, JR.,0,177,M
QUEENS,108-11 QUEENS BOULEVARD,R7-1,R0,PETER GALLETA,A2,CORD MEYER DEVELOPMENT CORP.,GILBANE BUILDING COMPANY,WALTER PAPP, JR.,0,177,M
QUEENS,108-11 QUEENS BOULEVARD,R7-1,R0,PETER GALLETA,A2,CORD MEYER DEVELOPMENT CORP.,GILBANE BUILDING COMPANY,WALTER PAPP, JR.,0,177,M
QUEENS,108-11 QUEENS BOULEVARD,R7-1,R0,PETER GALLETA,A3,CORD MEYER DEVELOPMENT CORP.,GILBANE BUILDING COMPANY,ANTHONY MORALI,0,0
QUEENS,108-11 QUEENS BOULEVARD,R7-1,R0,PETER GALLETA,A3,CORD MEYER DEVELOPMENT CORP.,GILBANE BUILDING COMPANY,ANTHONY MORALI,0,0
QUEENS,108-11 QUEENS BOULEVARD,R7-1,R0,PETER GALLETA,A3,CORD MEYER DEVELOPMENT CORP.,GILBANE BUILDING COMPANY,ANTHONY MORALI,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,DIRK ANDERSON,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,DIRK ANDERSON,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,DIRK ANDERSON,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,DIRK ANDERSON,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,DIRK ANDERSON,0,0
MANHATTAN,1881 BROADWAY,O5,BRIAN CROSSLEY,A2,AAA NORTHEAST,GILBANE BUILDING COMPANY,DIRK ANDERSON,0,0
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,ROBERT FINGER,0,641,E
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,ROBERT FINGER,0,641,E
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,ROBERT FINGER,0,641,E
MANHATTAN,885 2ND AVENUE,C1-9,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,ROBERT FINGER,0,641,E
MANHATTAN,885 2ND AVENUE,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,CHARLES COPELAND,0,0
MANHATTAN,885 2ND AVENUE,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,CHARLES COPELAND,0,0
MANHATTAN,885 2ND AVENUE,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,CHARLES COPELAND,0,0
MANHATTAN,885 2ND AVENUE,O4,BRIAN HOWE,A2,885 SECOND AVENUE OWNER LLC C/O,GILBANE BUILDING COMPANY,CHARLES COPELAND,0,0
MANHATTAN,55 EAST 52ND STREET,C5-2.5,O4,JOHN WHALEN III,A2,PARK AVENUE PLAZA OWNER LLC.,GILBANE BUILDING COMPANY,JOSHUA RIDER,0,572,B
MANHATTAN,12 WEST 48 STREET,C6-4.5,K2,ALEXANDER SACHS,A2,CYDONIA W48, LLC C/O DNA DEV LLC,GILBANE BUILDING COMPANY,EUGENE COLBERG,0,66,M
MANHATTAN,310 EAST 14 STREET,I2,KENNETH HOLDEN,A2,NY EYE AND EAR INFIRMARY INC.,GILBANE BUILDING COMPANY,JEFFREY BRAND,0,0
MANHATTAN,310 EAST 14 STREET,I2,KENNETH HOLDEN,A2,NY EYE AND EAR INFIRMARY INC.,GILBANE BUILDING COMPANY,JEFFREY BRAND,0,0
MANHATTAN,310 EAST 14 STREET,I2,KENNETH HOLDEN,A2,NY EYE AND EAR INFIRMARY INC.,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,310 EAST 14 STREET,I2,KENNETH HOLDEN,A2,NY EYE AND EAR INFIRMARY INC.,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,12 WEST 48 STREET,C6-4.5,K2,ALEXANDER SACHS,A2,CYDONIA W48, LLC C/O DNA DEV LLC,GILBANE BUILDING COMPANY,EUGENE COLBERG,0,66,M
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,ELLA MALKIN,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,611 FIFTH AVENUE,R0,PATRICK HAMILTON,A2,HUDSONS BAY COMPANY,GILBANE BUILDING COMPANY,STEPHEN SZYCHER,0,0
MANHATTAN,550 WEST 34TH STREET,C6-4,O4,HAGEN SCUTT,A2,ONE HUDSON YARDS OWNER LLC,GILBANE BUILDING COMPANY,MICHEL FRANCK,0,768,B
MANHATTAN,60 HUDSON STREET,C6-2A,O4,DANIELLE TAPIA,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,THOMAS TURRISI,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,O4,DANIELLE TAPIA,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,THOMAS TURRISI,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,O4,DANIELLE TAPIA,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,THOMAS TURRISI,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,O4,DANIELLE TAPIA,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,THOMAS TURRISI,0,410,COM
MANHATTAN,60 HUDSON STREET,C6-2A,O4,DANIELLE TAPIA,A2,60 HUDSON OWNER C/O COLLIERS,GILBANE BUILDING COMPANY,THOMAS TURRISI,0,410,COM
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
MANHATTAN,551 TENTH AVENUE,R0,JOSEPH MONTANO,NB,EXTELL 4110 LLC,GILBANE BUILDING COMPANY,MARC ROBBINS,0,0
